Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
8.062500E-03   -1.363924E-02
8.083333E-03   -1.447499E-02
8.104167E-03   -1.496624E-02
8.125000E-03   -1.894929E-02
8.145833E-03   -2.297603E-02
8.166667E-03   -2.765486E-02
8.187500E-03   -3.281019E-02
8.208333E-03   -3.498806E-02
8.229167E-03   -3.661767E-02
8.250000E-03   -3.935128E-02
8.270833E-03   -4.077011E-02
8.291667E-03   -4.239831E-02
8.312500E-03   -3.973237E-02
8.333333E-03   -3.778403E-02
8.354167E-03   -3.685951E-02
8.375000E-03   -3.389165E-02
8.395833E-03   -3.090078E-02
8.416667E-03   -2.870663E-02
8.437500E-03   -2.192898E-02
8.458333E-03   -1.308291E-02
8.479167E-03   -8.313635E-03
8.500000E-03   -1.404647E-03
8.520833E-03   4.975199E-03
8.541667E-03   9.507922E-03
8.562500E-03   1.326791E-02
8.583333E-03   1.445189E-02
8.604167E-03   1.776038E-02
8.625000E-03   2.084352E-02
8.645833E-03   1.940966E-02
8.666667E-03   2.081840E-02
8.687500E-03   1.955955E-02
8.708333E-03   1.832162E-02
8.729167E-03   1.638838E-02
8.750000E-03   1.061511E-02
8.770833E-03   6.379773E-03
8.791667E-03   1.658379E-03
8.812500E-03   -2.263930E-03
8.833333E-03   -6.769754E-03
8.854167E-03   -1.306603E-02
8.875000E-03   -1.428025E-02
8.895833E-03   -1.642035E-02
8.916667E-03   -2.086261E-02
8.937500E-03   -2.642357E-02
8.958333E-03   -2.898542E-02
8.979167E-03   -2.692262E-02
9.000000E-03   -2.478842E-02
9.020833E-03   -1.961409E-02
9.041667E-03   -1.213656E-02
9.062500E-03   -2.547855E-03
9.083333E-03   6.260134E-03
9.104167E-03   1.327494E-02
9.125000E-03   2.215489E-02
9.145833E-03   2.911269E-02
9.166667E-03   3.117831E-02
9.187500E-03   3.268616E-02
9.208333E-03   3.390552E-02
9.229167E-03   3.369243E-02
9.250000E-03   3.389825E-02
9.270833E-03   3.522833E-02
9.291667E-03   3.425419E-02
9.312500E-03   3.476674E-02
9.333333E-03   3.167474E-02
9.354167E-03   2.540270E-02
9.375000E-03   2.146934E-02
9.395833E-03   1.792545E-02
9.416667E-03   1.547972E-02
9.437500E-03   1.072887E-02
9.458333E-03   8.065683E-03
9.479167E-03   6.304363E-03
9.500000E-03   2.418168E-03
9.520833E-03   1.345136E-03
9.541667E-03   -8.884666E-04
9.562500E-03   -7.507076E-03
9.583333E-03   -1.318486E-02
9.604167E-03   -1.617857E-02
9.625000E-03   -1.945694E-02
9.645833E-03   -2.304894E-02
9.666667E-03   -2.139080E-02
9.687500E-03   -1.525506E-02
9.708333E-03   -1.330818E-02
9.729167E-03   -9.377835E-03
9.750000E-03   -2.637640E-03
9.770833E-03   5.244296E-04
9.791667E-03   4.387067E-03
9.812500E-03   8.387385E-03
9.833333E-03   1.209516E-02
