Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
6.854167E-03   -1.230808E-02
6.875000E-03   -2.085362E-02
6.895833E-03   -2.371282E-02
6.916667E-03   -2.663543E-02
6.937500E-03   -2.405730E-02
6.958333E-03   -1.952216E-02
6.979167E-03   -1.515195E-02
7.000000E-03   -1.177540E-02
7.020833E-03   -1.209158E-02
7.041667E-03   -9.215858E-03
7.062500E-03   -3.282755E-03
7.083333E-03   -3.453362E-03
7.104167E-03   -1.508909E-03
7.125000E-03   1.636837E-03
7.145833E-03   8.620002E-04
7.166667E-03   1.341891E-03
7.187500E-03   1.018697E-03
7.208333E-03   -4.080195E-03
7.229167E-03   -8.591436E-03
7.250000E-03   -1.024008E-02
7.270833E-03   -1.308514E-02
7.291667E-03   -1.649264E-02
7.312500E-03   -1.604903E-02
7.333333E-03   -1.195118E-02
7.354167E-03   -1.069750E-02
7.375000E-03   -8.866614E-03
7.395833E-03   -4.592338E-03
7.416667E-03   -1.797470E-03
7.437500E-03   3.550643E-04
7.458333E-03   1.631673E-03
7.479167E-03   2.235145E-03
7.500000E-03   1.739899E-03
7.520833E-03   -9.182553E-04
7.541667E-03   -4.055515E-03
7.562500E-03   -6.258206E-03
7.583333E-03   -8.845138E-03
7.604167E-03   -1.266017E-02
7.625000E-03   -1.271372E-02
7.645833E-03   -1.225258E-02
7.666667E-03   -1.145316E-02
7.687500E-03   -6.980386E-03
7.708333E-03   -4.591079E-03
7.729167E-03   -2.389684E-03
7.750000E-03   1.857322E-03
7.770833E-03   3.213510E-03
7.791667E-03   4.201843E-03
7.812500E-03   3.356420E-03
7.833333E-03   8.273224E-04
7.854167E-03   -1.048522E-03
7.875000E-03   -4.940176E-03
7.895833E-03   -7.376538E-03
7.916667E-03   -8.884724E-03
7.937500E-03   -1.181226E-02
7.958333E-03   -1.266316E-02
7.979167E-03   -1.249993E-02
8.000000E-03   -1.341744E-02
8.020833E-03   -1.202552E-02
8.041667E-03   -9.552360E-03
8.062500E-03   -7.005717E-03
8.083333E-03   -4.630968E-03
8.104167E-03   -2.450165E-03
8.125000E-03   -7.800093E-04
8.145833E-03   7.800867E-04
8.166667E-03   2.232195E-03
8.187500E-03   2.514828E-03
8.208333E-03   7.818521E-04
8.229167E-03   -1.266133E-03
8.250000E-03   -2.657404E-03
8.270833E-03   -4.090689E-03
8.291667E-03   -5.158983E-03
8.312500E-03   -5.995849E-03
8.333333E-03   -6.121124E-03
8.354167E-03   -5.010037E-03
8.375000E-03   -4.423727E-03
8.395833E-03   -3.563191E-03
8.416667E-03   -7.758960E-04
8.437500E-03   2.065884E-03
8.458333E-03   3.983953E-03
8.479167E-03   4.789616E-03
8.500000E-03   4.119944E-03
8.520833E-03   4.199057E-03
8.541667E-03   4.846866E-03
8.562500E-03   4.510774E-03
8.583333E-03   2.797674E-03
8.604167E-03   7.732938E-04
8.625000E-03   1.095929E-04
8.645833E-03   -4.397844E-04
8.666667E-03   -1.149072E-03
8.687500E-03   -5.373827E-04
8.708333E-03   6.344959E-04
8.729167E-03   1.354255E-03
8.750000E-03   2.384807E-03
8.770833E-03   2.977050E-03
8.791667E-03   4.168439E-03
8.812500E-03   6.296095E-03
8.833333E-03   7.445135E-03
8.854167E-03   7.225946E-03
8.875000E-03   5.412324E-03
8.895833E-03   3.386850E-03
8.916667E-03   2.699248E-03
8.937500E-03   2.059690E-03
8.958333E-03   1.170935E-03
8.979167E-03   4.169685E-04
9.000000E-03   -9.690658E-04
9.020833E-03   -1.403906E-03
9.041667E-03   -5.745610E-04
9.062500E-03   -1.433066E-04
9.083333E-03   6.616496E-04
9.104167E-03   1.522618E-03
9.125000E-03   1.792675E-03
9.145833E-03   1.798880E-03
9.166667E-03   1.279811E-03
9.187500E-03   9.840016E-04
9.208333E-03   1.724316E-03
